timeline,KM_estimate,Arm,Origin,Event
0.34,0.0021198308618819,Evolocumab,Observed data (FOURIER),MALE
0.35,0.0021198308618819,Evolocumab,Observed data (FOURIER),MALE
0.36,0.0022603184541738,Evolocumab,Observed data (FOURIER),MALE
0.37,0.002394306916588,Evolocumab,Observed data (FOURIER),MALE
0.38,0.0026449940599235,Evolocumab,Observed data (FOURIER),MALE
0.39,0.0026449940599235,Evolocumab,Observed data (FOURIER),MALE
0.4,0.0029475649663636,Evolocumab,Observed data (FOURIER),MALE
0.41,0.0032107416877835,Evolocumab,Observed data (FOURIER),MALE
0.42,0.0037645486971209,Evolocumab,Observed data (FOURIER),MALE
0.43,0.0038022184011737,Evolocumab,Observed data (FOURIER),MALE
0.44,0.003985457631908,Evolocumab,Observed data (FOURIER),MALE
0.45,0.0042857402846385,Evolocumab,Observed data (FOURIER),MALE
0.46,0.0042857402846385,Evolocumab,Observed data (FOURIER),MALE
0.47,0.0042857402846385,Evolocumab,Observed data (FOURIER),MALE
0.48,0.0042857402846385,Evolocumab,Observed data (FOURIER),MALE
0.49,0.0042857402846385,Evolocumab,Observed data (FOURIER),MALE
0.5,0.0042857402846385,Evolocumab,Observed data (FOURIER),MALE
0.51,0.0042857402846385,Evolocumab,Observed data (FOURIER),MALE
0.52,0.0044743469630471,Evolocumab,Observed data (FOURIER),MALE
0.53,0.0045347134490358,Evolocumab,Observed data (FOURIER),MALE
0.54,0.0048121783479809,Evolocumab,Observed data (FOURIER),MALE
0.55,0.0048121783479809,Evolocumab,Observed data (FOURIER),MALE
0.56,0.0048121783479809,Evolocumab,Observed data (FOURIER),MALE
0.57,0.0048121783479809,Evolocumab,Observed data (FOURIER),MALE
0.58,0.0048121783479809,Evolocumab,Observed data (FOURIER),MALE
0.59,0.0048121783479809,Evolocumab,Observed data (FOURIER),MALE
0.6,0.0048121783479809,Evolocumab,Observed data (FOURIER),MALE
0.61,0.0048860401214314,Evolocumab,Observed data (FOURIER),MALE
0.62,0.005081153739964,Evolocumab,Observed data (FOURIER),MALE
0.63,0.0053527822602679,Evolocumab,Observed data (FOURIER),MALE
0.64,0.0053558571621988,Evolocumab,Observed data (FOURIER),MALE
0.65,0.0053558838848281,Evolocumab,Observed data (FOURIER),MALE
0.66,0.0053558844695207,Evolocumab,Observed data (FOURIER),MALE
0.67,0.0053558844710125,Evolocumab,Observed data (FOURIER),MALE
0.68,0.0053558844710125,Evolocumab,Observed data (FOURIER),MALE
0.69,0.0053558844710125,Evolocumab,Observed data (FOURIER),MALE
0.7,0.0053558844710125,Evolocumab,Observed data (FOURIER),MALE
0.71,0.0053558844710125,Evolocumab,Observed data (FOURIER),MALE
0.72,0.0053560354191774,Evolocumab,Observed data (FOURIER),MALE
0.73,0.0054340126004686,Evolocumab,Observed data (FOURIER),MALE
0.74,0.0056291059721188,Evolocumab,Observed data (FOURIER),MALE
0.75,0.0059016163826529,Evolocumab,Observed data (FOURIER),MALE
0.76,0.0059028797702348,Evolocumab,Observed data (FOURIER),MALE
0.77,0.0059028857842831,Evolocumab,Observed data (FOURIER),MALE
0.78,0.0059058652318174,Evolocumab,Observed data (FOURIER),MALE
0.79,0.0061766297032702,Evolocumab,Observed data (FOURIER),MALE
0.8,0.0061766297032702,Evolocumab,Observed data (FOURIER),MALE
