timeline,KM_estimate,Arm,Origin,Event
2.75999999999999,0.0980061141425402,Placebo,Observed data (FOURIER),MACE
2.76999999999998,0.0980074180937727,Placebo,Observed data (FOURIER),MACE
2.77999999999998,0.098007808698639,Placebo,Observed data (FOURIER),MACE
2.78999999999998,0.0980363327871525,Placebo,Observed data (FOURIER),MACE
2.79999999999998,0.0981995878184402,Placebo,Observed data (FOURIER),MACE
2.80999999999998,0.0981995878184402,Placebo,Observed data (FOURIER),MACE
2.81999999999998,0.0981995878184402,Placebo,Observed data (FOURIER),MACE
2.82999999999998,0.10026077948565,Placebo,Observed data (FOURIER),MACE
2.83999999999998,0.102614426208803,Placebo,Observed data (FOURIER),MACE
2.84999999999998,0.103740993189173,Placebo,Observed data (FOURIER),MACE
2.85999999999998,0.103740993189173,Placebo,Observed data (FOURIER),MACE
2.86999999999998,0.103740993189173,Placebo,Observed data (FOURIER),MACE
2.87999999999998,0.103740993189173,Placebo,Observed data (FOURIER),MACE
2.88999999999998,0.103740993189173,Placebo,Observed data (FOURIER),MACE
2.89999999999998,0.103740993189173,Placebo,Observed data (FOURIER),MACE
2.90999999999998,0.10506273760588,Placebo,Observed data (FOURIER),MACE
2.91999999999998,0.106201540520532,Placebo,Observed data (FOURIER),MACE
2.92999999999998,0.10622013461642,Placebo,Observed data (FOURIER),MACE
2.93999999999998,0.10622251575993,Placebo,Observed data (FOURIER),MACE
2.94999999999998,0.106224207024089,Placebo,Observed data (FOURIER),MACE
2.95999999999998,0.106224207024089,Placebo,Observed data (FOURIER),MACE
2.96999999999998,0.107582989411143,Placebo,Observed data (FOURIER),MACE
2.97999999999998,0.109,Placebo,Observed data (FOURIER),MACE
2.98999999999998,0.109,Placebo,Observed data (FOURIER),MACE
2.99999999999998,0.109,Placebo,Observed data (FOURIER),MACE
0.0,0.0006687053257309,Evolocumab,Observed data (FOURIER),MACE
0.01,0.0006687053257309,Evolocumab,Observed data (FOURIER),MACE
0.02,0.0006687053257309,Evolocumab,Observed data (FOURIER),MACE
0.03,0.0006931848480623,Evolocumab,Observed data (FOURIER),MACE
0.04,0.0009612126246036,Evolocumab,Observed data (FOURIER),MACE
0.05,0.0011614564685451,Evolocumab,Observed data (FOURIER),MACE
0.06,0.0011614564685451,Evolocumab,Observed data (FOURIER),MACE
0.07,0.0013478702125345,Evolocumab,Observed data (FOURIER),MACE
0.08,0.0016275003817773,Evolocumab,Observed data (FOURIER),MACE
0.09,0.0019680286273486,Evolocumab,Observed data (FOURIER),MACE
0.1,0.0022847015582142,Evolocumab,Observed data (FOURIER),MACE
0.11,0.0028172123569094,Evolocumab,Observed data (FOURIER),MACE
0.12,0.0031565193054028,Evolocumab,Observed data (FOURIER),MACE
0.13,0.0035173561936338,Evolocumab,Observed data (FOURIER),MACE
0.14,0.0042262299146283,Evolocumab,Observed data (FOURIER),MACE
0.15,0.0045135420951065,Evolocumab,Observed data (FOURIER),MACE
0.16,0.0048474790359977,Evolocumab,Observed data (FOURIER),MACE
0.17,0.0050117641014804,Evolocumab,Observed data (FOURIER),MACE
0.18,0.0051461588374952,Evolocumab,Observed data (FOURIER),MACE
0.19,0.0054830264089436,Evolocumab,Observed data (FOURIER),MACE
0.2,0.0057482871419393,Evolocumab,Observed data (FOURIER),MACE
0.21,0.0062992954449825,Evolocumab,Observed data (FOURIER),MACE
0.22,0.0075259927458179,Evolocumab,Observed data (FOURIER),MACE
0.23,0.0086272804953032,Evolocumab,Observed data (FOURIER),MACE
0.24,0.0093829811440819,Evolocumab,Observed data (FOURIER),MACE
0.25,0.0093829811440819,Evolocumab,Observed data (FOURIER),MACE
0.26,0.0102090179562258,Evolocumab,Observed data (FOURIER),MACE
0.27,0.010391151796313,Evolocumab,Observed data (FOURIER),MACE
0.28,0.010391151796313,Evolocumab,Observed data (FOURIER),MACE
0.29,0.0108962162598502,Evolocumab,Observed data (FOURIER),MACE
0.3,0.0108962162598502,Evolocumab,Observed data (FOURIER),MACE
0.31,0.0111517317264454,Evolocumab,Observed data (FOURIER),MACE
0.32,0.0119580379345889,Evolocumab,Observed data (FOURIER),MACE
0.33,0.0119580379345889,Evolocumab,Observed data (FOURIER),MACE
0.34,0.0122159707022461,Evolocumab,Observed data (FOURIER),MACE
0.35,0.0123192024441918,Evolocumab,Observed data (FOURIER),MACE
0.36,0.0131424442620836,Evolocumab,Observed data (FOURIER),MACE
0.37,0.0133606164944151,Evolocumab,Observed data (FOURIER),MACE
0.38,0.0142025815207774,Evolocumab,Observed data (FOURIER),MACE
0.39,0.0149909579527022,Evolocumab,Observed data (FOURIER),MACE
0.4,0.0149909579527022,Evolocumab,Observed data (FOURIER),MACE
0.41,0.0155196685384362,Evolocumab,Observed data (FOURIER),MACE
0.42,0.015859211423563,Evolocumab,Observed data (FOURIER),MACE
0.43,0.0164452174797599,Evolocumab,Observed data (FOURIER),MACE
0.44,0.0164452174797599,Evolocumab,Observed data (FOURIER),MACE
0.45,0.0174368527820635,Evolocumab,Observed data (FOURIER),MACE
0.46,0.0174368527820635,Evolocumab,Observed data (FOURIER),MACE
0.47,0.0178950172981569,Evolocumab,Observed data (FOURIER),MACE
0.48,0.0185716872950331,Evolocumab,Observed data (FOURIER),MACE
0.49,0.0191814570123698,Evolocumab,Observed data (FOURIER),MACE
0.5,0.0191814570123698,Evolocumab,Observed data (FOURIER),MACE
0.51,0.0195450122273091,Evolocumab,Observed data (FOURIER),MACE
0.52,0.0196953300912137,Evolocumab,Observed data (FOURIER),MACE
0.53,0.0196953300912137,Evolocumab,Observed data (FOURIER),MACE
0.54,0.0202937375191213,Evolocumab,Observed data (FOURIER),MACE
0.55,0.0202937375191213,Evolocumab,Observed data (FOURIER),MACE
0.56,0.0202937375191213,Evolocumab,Observed data (FOURIER),MACE
0.57,0.020679185799323,Evolocumab,Observed data (FOURIER),MACE
0.58,0.02131513341267,Evolocumab,Observed data (FOURIER),MACE
0.590000000000001,0.0219496194894503,Evolocumab,Observed data (FOURIER),MACE
0.600000000000001,0.0222867215276713,Evolocumab,Observed data (FOURIER),MACE
0.61,0.0226913265846178,Evolocumab,Observed data (FOURIER),MACE
0.620000000000001,0.0230589403031377,Evolocumab,Observed data (FOURIER),MACE
0.63,0.0234479128500174,Evolocumab,Observed data (FOURIER),MACE
0.64,0.0239158036030096,Evolocumab,Observed data (FOURIER),MACE
0.65,0.0245713672631924,Evolocumab,Observed data (FOURIER),MACE
0.66,0.0252217394807252,Evolocumab,Observed data (FOURIER),MACE
0.67,0.0260504081881506,Evolocumab,Observed data (FOURIER),MACE
0.68,0.0267456239143096,Evolocumab,Observed data (FOURIER),MACE
0.690000000000001,0.0270563180748494,Evolocumab,Observed data (FOURIER),MACE
0.7,0.027485711826576,Evolocumab,Observed data (FOURIER),MACE
0.71,0.0279734747286371,Evolocumab,Observed data (FOURIER),MACE
0.720000000000001,0.0284021824754435,Evolocumab,Observed data (FOURIER),MACE
0.73,0.0288933657945887,Evolocumab,Observed data (FOURIER),MACE
0.74,0.0291455712556769,Evolocumab,Observed data (FOURIER),MACE
0.750000000000001,0.0295482637963495,Evolocumab,Observed data (FOURIER),MACE
0.76,0.0297197263855408,Evolocumab,Observed data (FOURIER),MACE
0.77,0.0301092004992904,Evolocumab,Observed data (FOURIER),MACE
0.780000000000001,0.0302622381939126,Evolocumab,Observed data (FOURIER),MACE
0.79,0.0304904146243959,Evolocumab,Observed data (FOURIER),MACE
0.8,0.0306133310534363,Evolocumab,Observed data (FOURIER),MACE
0.81,0.0308820421540724,Evolocumab,Observed data (FOURIER),MACE
0.820000000000001,0.0308820421540724,Evolocumab,Observed data (FOURIER),MACE
0.830000000000001,0.0310687720514091,Evolocumab,Observed data (FOURIER),MACE
0.840000000000001,0.0310687720514091,Evolocumab,Observed data (FOURIER),MACE
0.850000000000001,0.0316067519667725,Evolocumab,Observed data (FOURIER),MACE
0.860000000000001,0.0322729053077293,Evolocumab,Observed data (FOURIER),MACE
0.870000000000001,0.0323874659162629,Evolocumab,Observed data (FOURIER),MACE
0.880000000000001,0.0327743406650807,Evolocumab,Observed data (FOURIER),MACE
0.890000000000001,0.0331789933391105,Evolocumab,Observed data (FOURIER),MACE
0.900000000000001,0.033549757363747,Evolocumab,Observed data (FOURIER),MACE
0.910000000000001,0.0338541427500108,Evolocumab,Observed data (FOURIER),MACE
0.920000000000001,0.0343022437406961,Evolocumab,Observed data (FOURIER),MACE
0.930000000000001,0.0343054848740336,Evolocumab,Observed data (FOURIER),MACE
